Import data
Number of fabs after import 5085
Filter data
N fabs before filter: 5085, n fabs after filter: 4839
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4839, n fabs after filter: 4483
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4483, n fabs after filter: 4412
Format data
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model outputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model outputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Size train/val set:  4412 , size test set: 46
Prepare dataloaders
Size train set: 4312, val set: 100, test set: 46
Start training
Start with 1st optimiser
 Train |  Val 
  1.11 |   1.13
  1.12 |   1.15
  1.11 |   1.12
  1.11 |   1.15
  1.11 |   1.16
  1.11 |   1.17
  1.11 |   1.14
  1.11 |   1.14
  1.11 |   1.13
  1.11 |   1.13
  1.11 |   1.15
  1.10 |   1.15
  1.11 |   1.13
  1.10 |   1.13
  1.10 |   1.18
  1.10 |   1.12
  1.11 |   1.13
  1.10 |   1.13
  1.10 |   1.12
  1.10 |   1.15
  1.10 |   1.12
  1.10 |   1.10
  1.10 |   1.18
  1.10 |   1.12
  1.10 |   1.13
  1.10 |   1.14
  1.10 |   1.15
  1.10 |   1.18
  1.10 |   1.15
  1.09 |   1.15
  1.10 |   1.14
  1.09 |   1.12
  1.09 |   1.12
  1.09 |   1.14
  1.09 |   1.11
  1.09 |   1.16
  1.09 |   1.13
  1.10 |   1.11
  1.09 |   1.12
  1.09 |   1.11
  1.09 |   1.25
  1.09 |   1.12
  1.09 |   1.10
  1.09 |   1.16
  1.09 |   1.16
  1.10 |   1.10
  1.09 |   1.13
  1.09 |   1.14
  1.08 |   1.12
  1.09 |   1.10
  1.09 |   1.12
  1.08 |   1.15
  1.08 |   1.09
  1.09 |   1.13
  1.08 |   1.12
  1.08 |   1.10
  1.08 |   1.14
  1.08 |   1.10
  1.09 |   1.10
  1.09 |   1.12
  1.08 |   1.17
  1.08 |   1.14
  1.09 |   1.12
  1.08 |   1.16
  1.08 |   1.15
  1.08 |   1.13
  1.09 |   1.13
  1.08 |   1.10
  1.08 |   1.12
  1.08 |   1.10
  1.08 |   1.12
  1.08 |   1.11
  1.08 |   1.12
  1.08 |   1.17
  1.08 |   1.15
  1.08 |   1.10
  1.07 |   1.14
  1.08 |   1.11
  1.08 |   1.13
  1.08 |   1.13
  1.08 |   1.10
  1.08 |   1.09
Switched to 2nd optimiser
  1.08 |   1.10
  0.99 |   1.04
  0.98 |   1.02
  0.97 |   1.01
  0.97 |   1.01
  0.96 |   1.01
  0.96 |   1.01
  0.96 |   1.01
  0.95 |   1.01
  0.95 |   1.00
  0.95 |   1.00
  0.95 |   0.99
  0.95 |   0.99
  0.94 |   0.99
  0.94 |   0.99
  0.94 |   0.99
  0.94 |   0.99
  0.94 |   0.99
  0.94 |   0.99
  0.94 |   0.99
  0.93 |   0.98
  0.93 |   0.99
  0.93 |   0.98
  0.93 |   0.98
  0.93 |   0.98
  0.93 |   0.98
  0.93 |   0.98
  0.93 |   0.98
  0.92 |   0.98
  0.92 |   0.98
  0.92 |   0.98
  0.92 |   0.98
  0.92 |   0.97
  0.92 |   0.97
  0.92 |   0.97
  0.92 |   0.97
  0.92 |   0.97
  0.91 |   0.97
  0.91 |   0.98
  0.91 |   0.98
  0.91 |   0.97
  0.91 |   0.97
  0.91 |   0.97
  0.91 |   0.96
  0.91 |   0.97
  0.91 |   0.97
  0.91 |   0.96
  0.91 |   0.96
  0.90 |   0.96
  0.90 |   0.96
  0.90 |   0.96
  0.90 |   0.96
  0.90 |   0.96
  0.90 |   0.95
  0.90 |   0.95
  0.90 |   0.96
  0.90 |   0.96
  0.90 |   0.96
  0.90 |   0.96
  0.90 |   0.95
  0.90 |   0.96
  0.89 |   0.96
  0.89 |   0.95
  0.89 |   0.95
  0.89 |   0.95
  0.89 |   0.96
  0.89 |   0.95
  0.89 |   0.95
  0.89 |   0.95
  0.89 |   0.95
  0.89 |   0.95
  0.89 |   0.96
  0.89 |   0.95
  0.89 |   0.95
  0.88 |   0.95
  0.88 |   0.95
  0.88 |   0.94
  0.88 |   0.95
  0.88 |   0.95
  0.88 |   0.95
  0.88 |   0.94
  0.88 |   0.95
  0.88 |   0.95
  0.88 |   0.94
  0.88 |   0.94
  0.88 |   0.95
  0.88 |   0.94
  0.88 |   0.95
  0.87 |   0.94
  0.88 |   0.94
  0.87 |   0.94
  0.87 |   0.94
  0.87 |   0.94
  0.87 |   0.95
  0.87 |   0.95
  0.87 |   0.94
  0.87 |   0.94
  0.87 |   0.94
  0.87 |   0.94
  0.87 |   0.94
  0.87 |   0.93
  0.87 |   0.93
  0.87 |   0.93
  0.87 |   0.93
  0.87 |   0.94
  0.86 |   0.94
  0.86 |   0.93
  0.86 |   0.94
  0.86 |   0.93
  0.86 |   0.93
  0.86 |   0.93
  0.86 |   0.93
  0.86 |   0.94
  0.86 |   0.92
  0.86 |   0.93
  0.86 |   0.94
  0.86 |   0.95
  0.86 |   0.93
  0.86 |   0.93
  0.86 |   0.93
  0.86 |   0.92
  0.85 |   0.92
  0.85 |   0.93
  0.85 |   0.94
  0.85 |   0.92
  0.85 |   0.93
  0.85 |   0.92
  0.85 |   0.93
  0.85 |   0.93
  0.85 |   0.94
  0.85 |   0.93
  0.85 |   0.93
  0.85 |   0.92
  0.85 |   0.91
  0.85 |   0.92
  0.85 |   0.93
  0.85 |   0.93
  0.84 |   0.92
  0.84 |   0.93
  0.84 |   0.91
  0.84 |   0.92
  0.84 |   0.92
  0.84 |   0.92
  0.84 |   0.92
  0.84 |   0.91
  0.84 |   0.92
  0.84 |   0.92
  0.84 |   0.92
  0.84 |   0.93
  0.84 |   0.91
  0.84 |   0.91
  0.84 |   0.92
  0.84 |   0.91
  0.84 |   0.91
  0.84 |   0.92
  0.84 |   0.91
  0.83 |   0.92
  0.83 |   0.91
  0.83 |   0.91
  0.83 |   0.91
  0.83 |   0.92
  0.83 |   0.91
  0.83 |   0.92
  0.83 |   0.91
  0.83 |   0.92
  0.83 |   0.91
  0.83 |   0.91
  0.83 |   0.91
  0.83 |   0.90
  0.83 |   0.91
  0.83 |   0.90
  0.83 |   0.92
  0.83 |   0.92
  0.83 |   0.90
  0.82 |   0.92
  0.82 |   0.91
  0.82 |   0.92
  0.82 |   0.91
  0.82 |   0.92
  0.82 |   0.90
  0.82 |   0.90
  0.82 |   0.90
  0.82 |   0.90
  0.82 |   0.91
  0.82 |   0.90
  0.82 |   0.90
  0.82 |   0.91
  0.82 |   0.90
  0.82 |   0.91
  0.82 |   0.91
  0.82 |   0.91
  0.82 |   0.90
  0.82 |   0.90
  0.82 |   0.90
  0.82 |   0.90
  0.81 |   0.91
  0.81 |   0.91
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.91
  0.81 |   0.90
  0.81 |   0.89
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.90
  0.81 |   0.89
  0.81 |   0.89
  0.81 |   0.89
  0.81 |   0.89
  0.80 |   0.89
  0.81 |   0.90
  0.80 |   0.89
  0.80 |   0.89
  0.80 |   0.89
  0.80 |   0.90
  0.80 |   0.90
  0.80 |   0.90
  0.80 |   0.89
  0.80 |   0.90
  0.80 |   0.89
  0.80 |   0.89
  0.80 |   0.89
  0.80 |   0.89
  0.80 |   0.89
  0.80 |   0.90
  0.80 |   0.90
  0.80 |   0.89
  0.80 |   0.88
  0.80 |   0.89
  0.80 |   0.90
  0.80 |   0.89
  0.80 |   0.89
  0.80 |   0.89
  0.79 |   0.89
  0.79 |   0.89
  0.79 |   0.89
  0.79 |   0.89
  0.79 |   0.88
  0.79 |   0.89
  0.79 |   0.89
  0.79 |   0.88
  0.79 |   0.90
  0.79 |   0.89
  0.79 |   0.88
  0.79 |   0.88
  0.79 |   0.89
  0.79 |   0.90
  0.79 |   0.89
  0.79 |   0.88
  0.79 |   0.89
  0.79 |   0.90
  0.79 |   0.89
  0.79 |   0.89
  0.79 |   0.90
  0.79 |   0.89
  0.79 |   0.89
  0.78 |   0.88
  0.79 |   0.90
  0.79 |   0.88
  0.78 |   0.89
  0.78 |   0.90
  0.78 |   0.90
  0.78 |   0.88
  0.78 |   0.88
  0.78 |   0.89
  0.78 |   0.89
  0.78 |   0.89
  0.78 |   0.90
  0.78 |   0.89
  0.78 |   0.88
  0.78 |   0.88
  0.78 |   0.89
  0.78 |   0.89
  0.78 |   0.89
  0.78 |   0.89
  0.78 |   0.89
  0.78 |   0.88
  0.78 |   0.89
  0.78 |   0.90
  0.78 |   0.89
  0.78 |   0.89
  0.78 |   0.89
  0.78 |   0.88
  0.78 |   0.89
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.89
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.89
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.89
  0.77 |   0.89
  0.77 |   0.88
  0.77 |   0.87
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.89
  0.77 |   0.89
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.88
  0.77 |   0.90
  0.77 |   0.89
  0.77 |   0.88
  0.77 |   0.88
  0.76 |   0.88
  0.76 |   0.88
  0.77 |   0.89
  0.76 |   0.89
  0.76 |   0.87
  0.76 |   0.88
  0.76 |   0.87
  0.76 |   0.87
  0.76 |   0.88
  0.76 |   0.88
  0.76 |   0.89
  0.76 |   0.87
  0.76 |   0.88
  0.76 |   0.88
  0.76 |   0.88
  0.76 |   0.88
  0.76 |   0.87
  0.76 |   0.88
  0.76 |   0.88
  0.76 |   0.88
  0.76 |   0.88
  0.76 |   0.87
  0.76 |   0.88
  0.76 |   0.88
  0.76 |   0.88
  0.76 |   0.87
  0.76 |   0.88
  0.75 |   0.88
  0.76 |   0.87
  0.75 |   0.88
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.88
  0.75 |   0.88
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.87
Switched to 2nd optimiser
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.88
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.88
  0.75 |   0.88
  0.75 |   0.87
  0.75 |   0.87
  0.75 |   0.88
  0.75 |   0.87
  0.75 |   0.88
  0.75 |   0.87
  0.75 |   0.88
  0.75 |   0.87
  0.75 |   0.87
  0.74 |   0.88
  0.74 |   0.88
  0.74 |   0.87
  0.75 |   0.88
  0.74 |   0.88
  0.74 |   0.87
  0.74 |   0.87
  0.75 |   0.87
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.86
  0.74 |   0.86
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.86
  0.74 |   0.88
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.88
  0.74 |   0.87
  0.74 |   0.88
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.87
  0.74 |   0.86
  0.73 |   0.88
  0.74 |   0.87
  0.74 |   0.86
  0.74 |   0.87
  0.73 |   0.86
  0.73 |   0.86
  0.74 |   0.88
  0.73 |   0.86
  0.73 |   0.86
  0.74 |   0.86
  0.73 |   0.87
  0.73 |   0.87
  0.73 |   0.86
  0.73 |   0.87
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.87
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.85
  0.73 |   0.87
  0.73 |   0.87
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.85
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.87
  0.73 |   0.86
  0.73 |   0.85
  0.73 |   0.86
  0.73 |   0.85
  0.73 |   0.86
  0.73 |   0.87
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.73 |   0.86
  0.72 |   0.85
  0.72 |   0.86
  0.72 |   0.87
  0.72 |   0.86
  0.72 |   0.86
  0.72 |   0.86
  0.72 |   0.84
  0.72 |   0.86
  0.72 |   0.85
  0.72 |   0.86
  0.72 |   0.85
  0.72 |   0.86
  0.72 |   0.86
  0.72 |   0.86
  0.72 |   0.86
  0.72 |   0.86
  0.72 |   0.87
  0.72 |   0.86
  0.72 |   0.86
  0.72 |   0.86
  0.72 |   0.85
  0.72 |   0.86
  0.72 |   0.85
  0.72 |   0.85
  0.72 |   0.86
  0.72 |   0.87
  0.72 |   0.86
  0.72 |   0.85
  0.72 |   0.86
  0.72 |   0.87
  0.72 |   0.87
  0.72 |   0.85
