Import data
Number of fabs after import 5085
Filter data
N fabs before filter: 5085, n fabs after filter: 4839
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4839, n fabs after filter: 4483
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4483, n fabs after filter: 4412
Format data
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model outputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model outputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Size train/val set:  4412 , size test set: 46
Prepare dataloaders
Size train set: 4312, val set: 100, test set: 46
Start training
Start with 1st optimiser
 Train |  Val 
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.81
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.83
  0.72 |   0.81
  0.72 |   0.82
  0.72 |   0.81
  0.72 |   0.82
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.83
  0.71 |   0.82
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.80
  0.71 |   0.81
  0.70 |   0.81
  0.71 |   0.80
  0.71 |   0.81
  0.71 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.82
  0.70 |   0.81
  0.70 |   0.80
  0.70 |   0.80
  0.70 |   0.81
  0.70 |   0.80
  0.70 |   0.80
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.82
  0.70 |   0.81
  0.70 |   0.80
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.82
  0.70 |   0.81
  0.70 |   0.80
  0.70 |   0.82
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.80
  0.69 |   0.81
  0.70 |   0.80
  0.70 |   0.80
  0.70 |   0.81
  0.69 |   0.81
  0.69 |   0.80
  0.70 |   0.81
  0.69 |   0.80
  0.69 |   0.81
  0.69 |   0.81
  0.69 |   0.81
  0.69 |   0.80
  0.69 |   0.80
  0.69 |   0.81
  0.69 |   0.80
  0.69 |   0.80
  0.69 |   0.80
  0.69 |   0.81
  0.69 |   0.81
  0.69 |   0.81
  0.69 |   0.80
  0.69 |   0.80
  0.69 |   0.79
  0.69 |   0.80
  0.69 |   0.82
  0.69 |   0.80
  0.69 |   0.79
  0.69 |   0.79
  0.69 |   0.79
  0.69 |   0.79
  0.69 |   0.79
  0.69 |   0.80
  0.69 |   0.79
  0.69 |   0.81
  0.69 |   0.80
  0.69 |   0.80
  0.69 |   0.80
  0.69 |   0.79
  0.69 |   0.80
  0.69 |   0.80
  0.68 |   0.80
  0.68 |   0.79
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.81
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.81
  0.68 |   0.80
  0.68 |   0.79
  0.68 |   0.80
  0.68 |   0.79
  0.68 |   0.80
  0.68 |   0.79
  0.68 |   0.79
  0.68 |   0.80
  0.68 |   0.79
  0.68 |   0.79
  0.68 |   0.79
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.79
  0.68 |   0.80
  0.68 |   0.79
  0.68 |   0.81
  0.68 |   0.79
  0.68 |   0.79
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.79
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.79
  0.68 |   0.80
  0.68 |   0.80
  0.68 |   0.79
  0.67 |   0.79
  0.67 |   0.79
  0.67 |   0.79
  0.67 |   0.78
  0.68 |   0.80
  0.67 |   0.79
  0.68 |   0.79
  0.67 |   0.79
  0.67 |   0.80
  0.67 |   0.79
  0.67 |   0.78
