Import data
Number of fabs after import 5085
Filter data
N fabs before filter: 5085, n fabs after filter: 4839
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4839, n fabs after filter: 4483
N fabs before filter: 46, n fabs after filter: 46
N fabs before filter: 4483, n fabs after filter: 4412
Format data
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model outputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model inputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Preparing model outputs ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 100% 0:00:00
Size train/val set:  4412 , size test set: 46
Prepare dataloaders
Size train set: 4312, val set: 100, test set: 46
Start training
Start with 1st optimiser
 Train |  Val 
  1.15 |   1.19
  1.15 |   1.15
  1.14 |   1.21
  1.14 |   1.17
  1.14 |   1.17
  1.13 |   1.15
  1.13 |   1.17
  1.13 |   1.14
  1.13 |   1.16
  1.14 |   1.23
  1.14 |   1.14
  1.13 |   1.14
  1.14 |   1.19
  1.13 |   1.15
  1.13 |   1.15
  1.13 |   1.18
  1.13 |   1.22
  1.13 |   1.14
  1.13 |   1.15
  1.13 |   1.20
  1.12 |   1.15
  1.13 |   1.14
  1.13 |   1.14
  1.12 |   1.10
  1.12 |   1.13
  1.12 |   1.11
  1.13 |   1.16
  1.12 |   1.12
  1.12 |   1.15
  1.12 |   1.14
  1.11 |   1.12
  1.13 |   1.18
  1.12 |   1.12
  1.12 |   1.18
  1.11 |   1.14
  1.11 |   1.12
  1.10 |   1.12
  1.11 |   1.18
  1.11 |   1.12
  1.11 |   1.15
  1.11 |   1.13
  1.11 |   1.18
  1.11 |   1.13
  1.12 |   1.12
  1.11 |   1.12
  1.11 |   1.18
  1.11 |   1.18
  1.11 |   1.09
  1.10 |   1.16
  1.11 |   1.13
  1.11 |   1.13
  1.12 |   1.12
  1.11 |   1.11
  1.10 |   1.13
  1.13 |   1.10
  1.11 |   1.10
  1.11 |   1.12
  1.10 |   1.12
  1.10 |   1.11
  1.10 |   1.13
  1.11 |   1.17
  1.09 |   1.17
  1.09 |   1.09
  1.10 |   1.10
  1.10 |   1.11
  1.09 |   1.13
  1.09 |   1.11
  1.10 |   1.12
  1.09 |   1.11
  1.10 |   1.09
  1.09 |   1.12
  1.10 |   1.21
  1.09 |   1.14
  1.09 |   1.14
  1.10 |   1.17
  1.09 |   1.13
  1.09 |   1.10
  1.11 |   1.12
  1.09 |   1.18
  1.09 |   1.16
  1.09 |   1.09
  1.09 |   1.11
  1.09 |   1.12
  1.10 |   1.09
  1.09 |   1.14
  1.09 |   1.11
  1.09 |   1.16
  1.09 |   1.10
  1.09 |   1.09
  1.09 |   1.14
  1.08 |   1.14
  1.09 |   1.11
  1.09 |   1.10
  1.09 |   1.09
  1.09 |   1.09
  1.09 |   1.10
  1.08 |   1.10
  1.09 |   1.08
  1.09 |   1.13
  1.08 |   1.10
  1.09 |   1.11
  1.09 |   1.11
  1.08 |   1.15
  1.10 |   1.11
  1.08 |   1.08
  1.09 |   1.12
  1.09 |   1.13
  1.07 |   1.30
  1.08 |   1.06
  1.09 |   1.11
  1.08 |   1.13
  1.08 |   1.11
  1.08 |   1.14
  1.08 |   1.14
  1.08 |   1.11
  1.08 |   1.20
  1.08 |   1.08
  1.08 |   1.14
  1.07 |   1.08
  1.08 |   1.08
  1.08 |   1.09
  1.08 |   1.11
  1.08 |   1.11
  1.07 |   1.12
  1.07 |   1.14
  1.08 |   1.19
  1.08 |   1.10
  1.08 |   1.17
  1.07 |   1.09
  1.07 |   1.15
  1.08 |   1.11
  1.07 |   1.09
  1.07 |   1.12
  1.08 |   1.13
  1.08 |   1.10
  1.07 |   1.08
  1.08 |   1.16
  1.08 |   1.06
Switched to 2nd optimiser
  1.07 |   1.09
  0.98 |   1.00
  0.96 |   0.99
  0.95 |   0.99
  0.95 |   0.98
  0.95 |   0.99
  0.94 |   0.98
  0.94 |   0.98
  0.94 |   0.97
  0.93 |   0.97
  0.93 |   0.97
  0.93 |   0.97
  0.93 |   0.96
  0.92 |   0.97
  0.92 |   0.96
  0.92 |   0.96
  0.92 |   0.96
  0.92 |   0.96
  0.91 |   0.96
  0.91 |   0.96
  0.91 |   0.95
  0.91 |   0.95
  0.91 |   0.96
  0.91 |   0.95
  0.91 |   0.96
  0.90 |   0.95
  0.90 |   0.96
  0.90 |   0.95
  0.90 |   0.95
  0.90 |   0.94
  0.90 |   0.94
  0.90 |   0.94
  0.90 |   0.94
  0.89 |   0.94
  0.89 |   0.94
  0.89 |   0.94
  0.89 |   0.94
  0.89 |   0.94
  0.89 |   0.94
  0.89 |   0.94
  0.89 |   0.93
  0.89 |   0.94
  0.88 |   0.93
  0.88 |   0.93
  0.88 |   0.93
  0.88 |   0.94
  0.88 |   0.93
  0.88 |   0.93
  0.88 |   0.94
  0.88 |   0.93
  0.88 |   0.92
  0.88 |   0.92
  0.87 |   0.93
  0.87 |   0.93
  0.87 |   0.92
  0.87 |   0.93
  0.87 |   0.92
  0.87 |   0.92
  0.87 |   0.92
  0.87 |   0.92
  0.87 |   0.93
  0.87 |   0.94
  0.87 |   0.92
  0.86 |   0.92
  0.86 |   0.92
  0.86 |   0.91
  0.86 |   0.92
  0.86 |   0.92
  0.86 |   0.92
  0.86 |   0.92
  0.86 |   0.92
  0.86 |   0.92
  0.86 |   0.92
  0.86 |   0.92
  0.85 |   0.93
  0.85 |   0.92
  0.85 |   0.91
  0.85 |   0.92
  0.85 |   0.91
  0.85 |   0.92
  0.85 |   0.92
  0.85 |   0.91
  0.85 |   0.91
  0.85 |   0.91
  0.85 |   0.92
  0.85 |   0.92
  0.84 |   0.92
  0.84 |   0.91
  0.85 |   0.90
  0.84 |   0.91
  0.84 |   0.91
  0.84 |   0.91
  0.84 |   0.91
  0.84 |   0.91
  0.84 |   0.91
  0.84 |   0.91
  0.84 |   0.91
  0.84 |   0.90
  0.84 |   0.92
  0.84 |   0.90
  0.83 |   0.92
  0.83 |   0.91
  0.83 |   0.92
  0.83 |   0.90
  0.83 |   0.91
  0.83 |   0.90
  0.83 |   0.90
  0.83 |   0.90
  0.83 |   0.90
  0.83 |   0.89
  0.83 |   0.91
  0.83 |   0.90
  0.83 |   0.90
  0.83 |   0.91
  0.83 |   0.90
  0.83 |   0.90
  0.82 |   0.90
  0.83 |   0.89
  0.82 |   0.90
  0.82 |   0.90
  0.82 |   0.89
  0.82 |   0.89
  0.82 |   0.90
  0.82 |   0.89
  0.82 |   0.89
  0.82 |   0.89
  0.82 |   0.90
  0.82 |   0.90
  0.82 |   0.89
  0.82 |   0.89
  0.82 |   0.89
  0.82 |   0.90
  0.82 |   0.89
  0.81 |   0.89
  0.81 |   0.89
  0.81 |   0.89
  0.81 |   0.88
  0.81 |   0.89
  0.81 |   0.88
  0.81 |   0.88
  0.81 |   0.88
  0.81 |   0.89
  0.81 |   0.89
  0.81 |   0.89
  0.81 |   0.90
  0.81 |   0.91
  0.81 |   0.89
  0.81 |   0.90
  0.81 |   0.88
  0.81 |   0.89
  0.81 |   0.89
  0.80 |   0.89
  0.80 |   0.89
  0.80 |   0.90
  0.80 |   0.88
  0.80 |   0.89
  0.80 |   0.88
  0.80 |   0.88
  0.80 |   0.88
  0.80 |   0.88
  0.80 |   0.88
  0.80 |   0.87
  0.80 |   0.88
  0.80 |   0.88
  0.80 |   0.89
  0.80 |   0.88
  0.80 |   0.88
  0.80 |   0.87
  0.79 |   0.88
  0.79 |   0.87
  0.79 |   0.88
  0.79 |   0.88
  0.79 |   0.88
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.88
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.88
  0.79 |   0.88
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.87
  0.79 |   0.87
  0.78 |   0.87
  0.78 |   0.87
  0.78 |   0.87
  0.78 |   0.87
  0.78 |   0.87
  0.78 |   0.88
  0.78 |   0.86
  0.78 |   0.86
  0.78 |   0.87
  0.78 |   0.86
  0.78 |   0.87
  0.78 |   0.87
  0.78 |   0.86
  0.78 |   0.87
  0.78 |   0.86
  0.78 |   0.86
  0.78 |   0.86
  0.78 |   0.86
  0.78 |   0.86
  0.78 |   0.85
  0.78 |   0.86
  0.77 |   0.87
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.85
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.87
  0.77 |   0.87
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.86
  0.77 |   0.85
  0.77 |   0.86
  0.77 |   0.86
  0.76 |   0.85
  0.76 |   0.86
  0.76 |   0.86
  0.76 |   0.85
  0.76 |   0.86
  0.76 |   0.86
  0.76 |   0.86
  0.76 |   0.87
  0.76 |   0.85
  0.76 |   0.85
  0.76 |   0.86
  0.76 |   0.85
  0.76 |   0.86
  0.76 |   0.86
  0.76 |   0.85
  0.76 |   0.85
  0.76 |   0.85
  0.76 |   0.86
  0.76 |   0.85
  0.76 |   0.85
  0.76 |   0.85
  0.76 |   0.85
  0.76 |   0.85
  0.76 |   0.85
  0.75 |   0.85
  0.75 |   0.86
  0.76 |   0.85
  0.75 |   0.85
  0.75 |   0.84
  0.75 |   0.84
  0.75 |   0.85
  0.75 |   0.85
  0.75 |   0.84
  0.75 |   0.85
  0.75 |   0.85
  0.75 |   0.85
  0.75 |   0.84
  0.75 |   0.85
  0.75 |   0.84
  0.75 |   0.84
  0.75 |   0.85
  0.75 |   0.85
  0.75 |   0.84
  0.75 |   0.84
  0.75 |   0.84
  0.75 |   0.83
  0.75 |   0.85
  0.75 |   0.83
  0.75 |   0.83
  0.75 |   0.83
  0.75 |   0.84
  0.75 |   0.85
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.85
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.85
  0.74 |   0.84
  0.74 |   0.83
  0.74 |   0.83
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.84
  0.74 |   0.83
  0.74 |   0.83
  0.74 |   0.84
  0.74 |   0.83
  0.74 |   0.84
  0.74 |   0.83
  0.74 |   0.84
  0.74 |   0.83
  0.74 |   0.83
  0.74 |   0.83
  0.74 |   0.84
  0.74 |   0.83
  0.73 |   0.83
  0.73 |   0.83
  0.73 |   0.83
  0.73 |   0.83
  0.73 |   0.83
  0.73 |   0.84
  0.73 |   0.83
  0.73 |   0.84
  0.73 |   0.84
  0.73 |   0.82
  0.73 |   0.84
  0.73 |   0.82
  0.73 |   0.83
  0.73 |   0.82
  0.73 |   0.82
  0.73 |   0.83
  0.73 |   0.83
  0.73 |   0.84
  0.73 |   0.83
  0.73 |   0.84
  0.73 |   0.83
  0.73 |   0.83
  0.73 |   0.83
  0.73 |   0.83
  0.73 |   0.84
  0.73 |   0.83
  0.73 |   0.82
  0.73 |   0.83
  0.73 |   0.82
  0.73 |   0.82
  0.72 |   0.83
  0.72 |   0.83
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.83
  0.72 |   0.82
  0.72 |   0.83
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.83
  0.72 |   0.82
  0.72 |   0.83
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.83
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.81
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.81
  0.72 |   0.81
  0.72 |   0.82
  0.72 |   0.83
  0.72 |   0.81
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.82
  0.72 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.82
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.82
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.71 |   0.83
  0.71 |   0.80
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.82
  0.71 |   0.81
  0.71 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.71 |   0.80
  0.70 |   0.80
  0.70 |   0.81
  0.70 |   0.80
  0.70 |   0.82
  0.70 |   0.81
  0.70 |   0.80
  0.70 |   0.80
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.81
  0.70 |   0.80
  0.70 |   0.80
  0.70 |   0.82
  0.70 |   0.80
  0.70 |   0.80
  0.70 |   0.79
